"Ward","CC","region"
29.9952128063671,29.9952128063671,"NHS Nightingale Hospital London"
29.9952128063671,29.9952128063671,"NHS Nightingale Hospital North West"
29.9952128063671,29.9952128063671,"NHS Nightingale Hospital Yorkshire and The Humber"
10.2273604413025,3.37887071421387,"Norfolk and Norwich University Hospitals NHS Foundation Trust"
23.2682273316883,5.23104297875915,"Norfolk and Suffolk NHS Foundation Trust"
19.3627199107622,10.6584560787154,"Norfolk Community Health and Care NHS Trust"
7.8459713474939,3.90584693727327,"North Bristol NHS Trust"
12.2318986941218,8.86188298254408,"North Cumbria Integrated Care NHS Foundation Trust"
12.7475222588004,3.89587420715108,"North East London NHS Foundation Trust"
10.4847013860713,3.87800575248076,"North Middlesex University Hospital NHS Trust"
9.81709346722111,7.88037234489353,"North Staffordshire Combined Healthcare NHS Trust"
10.1412519071545,2.44540731421601,"North Tees and Hartlepool NHS Foundation Trust"
8.23810681372869,4.7215915231401,"North West Anglia NHS Foundation Trust"
13.0758280849634,3.23341546133843,"North West Boroughs Healthcare NHS Foundation Trust"
10.4735142639484,1.63778427826219,"Northampton General Hospital NHS Trust"
18.9333206671349,4.44112884636152,"Northamptonshire Healthcare NHS Foundation Trust"
7.50987809224971,7.8459713474939,"Northern Devon Healthcare NHS Trust"
11.9889246290767,1.13973479659195,"Northern Lincolnshire and Goole NHS Foundation Trust"
8.08611796939267,7.04758443275052,"Northumbria Healthcare NHS Foundation Trust"
9.26628632757472,5.40844081828221,"Nottingham University Hospitals NHS Trust"
15.9051648560473,2.12172898106155,"Nottinghamshire Healthcare NHS Foundation Trust"
18.6708756858225,12.0851353001332,"Oxford Health NHS Foundation Trust"
4.03065277804548,2.53856475748949,"Oxford University Hospitals NHS Foundation Trust"
12.538074566643,2.67000026383897,"Oxleas NHS Foundation Trust"
11.6777762064885,5.69951547298555,"Pennine Acute Hospitals NHS Trust"
29.9952128063671,29.9952128063671,"Pennine Care NHS Foundation Trust"
9.63379869896756,4.91237079725839,"Portsmouth Hospitals University National Health Service Trust"
29.9952128063671,29.9952128063671,"Queen Victoria Hospital NHS Foundation Trust"
11.4861005413403,3.14086753407591,"Rotherham Doncaster and South Humber NHS Foundation Trust"
9.72970179167778,3.29113923535644,"Royal Berkshire NHS Foundation Trust"
7.97800034058627,3.81884643044632,"Royal Cornwall Hospitals NHS Trust"
7.22563605260187,1.37997631253799,"Royal Devon and Exeter NHS Foundation Trust"
8.7705736341526,13.839463494089,"Royal Free London NHS Foundation Trust"
11.1503814316699,14.8335738342267,"Royal National Orthopaedic Hospital NHS Trust"
3.01935377700777,20.5247004923733,"Royal Papworth Hospital NHS Foundation Trust"
7.89402432879691,7.8459713474939,"Royal Surrey County Hospital NHS Foundation Trust"
6.73291417670197,2.6631191294766,"Royal United Hospitals Bath NHS Foundation Trust"
10.6142805686002,9.65823093855995,"Salford Royal NHS Foundation Trust"
5.23104297875915,6.95109986186884,"Salisbury NHS Foundation Trust"
14.5402309041074,7.8459713474939,"Sandwell and West Birmingham Hospitals NHS Trust"
3.54871621492041,7.82964256483174,"Sheffield Children's NHS Foundation Trust"
12.0819923590622,5.01289767023229,"Sheffield Teaching Hospitals NHS Foundation Trust"
7.89075959263496,4.98120681636144,"Sherwood Forest Hospitals NHS Foundation Trust"
12.3226926071542,5.13653010187079,"Shropshire Community Health NHS Trust"
21.2056699674349,6.13759608018656,"Solent NHS Trust"
10.6151987692936,1.67326433051243,"Somerset NHS Foundation Trust"
26.9110780252279,7.04519841469017,"South London and Maudsley NHS Foundation Trust"
6.00974731460069,6.63884648771216,"South Tees Hospitals NHS Foundation Trust"
10.5086367200147,3.12495273314682,"South Tyneside and Sunderland NHS Foundation Trust"
8.17707195360219,4.56078140535248,"South Warwickshire NHS Foundation Trust"
15.1531282903436,3.05401272130214,"South West London and St George's Mental Health NHS Trust"
11.2093963331498,6.39649185492642,"South West Yorkshire Partnership NHS Foundation Trust"
14.2068125511276,2.96066064503905,"Southern Health NHS Foundation Trust"
9.63261237452763,5.24262110148903,"Southport and Ormskirk Hospital NHS Trust"
8.77307517320736,7.24962382387819,"St George's University Hospitals NHS Foundation Trust"
9.48960848129503,4.45754825562307,"St Helens and Knowsley Teaching Hospitals NHS Trust"
11.0200199834852,7.5086212943962,"Stockport NHS Foundation Trust"
12.5705871568943,9.09777354882179,"Surrey and Borders Partnership NHS Foundation Trust"
7.21367433320075,3.79494117110728,"Surrey and Sussex Healthcare NHS Trust"
11.2423433466195,2.15408995513509,"Sussex Community NHS Foundation Trust"
29.0011862412896,5.23439180189876,"Sussex Partnership NHS Foundation Trust"
9.58638381798164,3.61159498153479,"Tameside and Glossop Integrated Care NHS Foundation Trust"
29.9952128063671,29.9952128063671,"Tavistock and Portman NHS Foundation Trust"
7.69476592363084,2.45129597389412,"Tees, Esk and Wear Valleys NHS Foundation Trust"
7.83283133573414,7.84263789724648,"The Christie NHS Foundation Trust"
10.7631785408901,6.46443004102244,"The Clatterbridge Cancer Centre NHS Foundation Trust"
7.16592977630072,3.24018652015309,"The Dudley Group NHS Foundation Trust"
7.35881654839403,3.85562977398298,"The Hillingdon Hospitals NHS Foundation Trust"
7.83951671910171,9.07662996837446,"The Newcastle Upon Tyne Hospitals NHS Foundation Trust"
25.7608360473607,15.2739079218904,"The Princess Alexandra Hospital NHS Trust"
15.1814473085892,2.27144783993983,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
25.7909590195961,11.6821265268293,"The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust"
10.4959521236009,1.31096455038178,"The Rotherham NHS Foundation Trust"
13.7151993471854,7.8459713474939,"The Royal Marsden NHS Foundation Trust"
19.1124114075978,14.9438353515316,"The Royal Orthopaedic Hospital NHS Foundation Trust"
8.45294968351514,4.50551573472984,"The Royal Wolverhampton NHS Trust"
6.15525145327255,4.7882864565667,"The Shrewsbury and Telford Hospital NHS Trust"
9.02356200521555,7.8459713474939,"The Walton Centre NHS Foundation Trust"
10.3534582938324,7.91322827281662,"Torbay and South Devon NHS Foundation Trust"
9.51254392581308,3.14304899837264,"United Lincolnshire Hospitals NHS Trust"
6.14941616867316,19.0847196659312,"University College London Hospitals NHS Foundation Trust"
4.38455431180284,5.63164694689226,"University Hospital Southampton NHS Foundation Trust"
7.84263789724648,6.17817277592554,"University Hospitals Birmingham NHS Foundation Trust"
7.75081989907112,5.71972372232515,"University Hospitals Bristol and Weston NHS Foundation Trust"
8.30032053466184,7.8459713474939,"University Hospitals Coventry and Warwickshire NHS Trust"
11.1626831444907,4.53745208566142,"University Hospitals Dorset NHS Foundation Trust"
8.44384354743416,2.85923012405813,"University Hospitals of Derby and Burton NHS Foundation Trust"
8.43992894136873,5.49614906707512,"University Hospitals of Leicester NHS Trust"
23.1540286525061,5.17542327402823,"University Hospitals of Morecambe Bay NHS Foundation Trust"
8.31968587103858,4.77120750763457,"University Hospitals of North Midlands NHS Trust"
9.29507268652051,5.03574875152309,"University Hospitals Plymouth NHS Trust"
9.46577909785035,6.7788606709459,"Walsall Healthcare NHS Trust"
13.1620433352402,9.18341629908128,"Warrington and Halton Teaching Hospitals NHS Foundation Trust"
10.9440352981114,5.24873306117989,"West Hertfordshire Hospitals NHS Trust"
15.7666123555553,4.48180431739838,"West London NHS Trust"
8.8908683172759,3.51284078884819,"West Suffolk NHS Foundation Trust"
7.78917575176468,4.67858591161157,"Western Sussex Hospitals NHS Foundation Trust"
6.00214456351967,5.75237908455756,"Whittington Health NHS Trust"
29.9952128063671,29.9952128063671,"Wirral Community Health and Care NHS Foundation Trust"
9.47742406964046,3.61017526193437,"Wirral University Teaching Hospital NHS Foundation Trust"
8.68602850122499,4.49467675448969,"Worcestershire Acute Hospitals NHS Trust"
7.71970789781555,3.18542489988039,"Wrightington, Wigan and Leigh NHS Foundation Trust"
12.0730865380787,9.98211092255612,"Wye Valley NHS Trust"
10.4568989896689,4.91995346797394,"Yeovil District Hospital NHS Foundation Trust"
9.28761999147827,5.23104297875915,"York Teaching Hospital NHS Foundation Trust"
